model_name,target_batch_size,layer_index,layer_name,conv_type_basic,layer_type_for_experiment,input_shape,output_shape,N,Cin,Cout,Hin,Win,Hout,Wout,Kh,Kw,stride_h,stride_w,padding_h,padding_w,dilation_h,dilation_w,groups,weight_elements,input_elements,output_elements,theoretical_FLOPs,theoretical_memory_bytes,theoretical_OI_FLOPs_per_byte,ridge_point_used,roofline_class_theoretical,notes
efficientnet_b7,8,99,features.4.2.block.2.fc1,pointwise,pointwise_project,"(8, 960, 1, 1)","(8, 40, 1, 1)",8,960,40,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,7680,320,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,100,features.4.2.block.2.fc2,pointwise,pointwise_expand,"(8, 40, 1, 1)","(8, 960, 1, 1)",8,40,960,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,320,7680,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,101,features.4.2.block.3.0,pointwise,pointwise_project,"(8, 960, 14, 14)","(8, 160, 14, 14)",8,960,160,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,1505280,250880,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,102,features.4.3.block.0.0,pointwise,pointwise_expand,"(8, 160, 14, 14)","(8, 960, 14, 14)",8,160,960,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,250880,1505280,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,103,features.4.3.block.1.0,depthwise,depthwise,"(8, 960, 14, 14)","(8, 960, 14, 14)",8,960,960,14,14,14,14,3,3,1,1,1,1,1,1,960,8640,1505280,1505280,27095040,12076800,2.2435612083,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,104,features.4.3.block.2.fc1,pointwise,pointwise_project,"(8, 960, 1, 1)","(8, 40, 1, 1)",8,960,40,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,7680,320,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,105,features.4.3.block.2.fc2,pointwise,pointwise_expand,"(8, 40, 1, 1)","(8, 960, 1, 1)",8,40,960,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,320,7680,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,106,features.4.3.block.3.0,pointwise,pointwise_project,"(8, 960, 14, 14)","(8, 160, 14, 14)",8,960,160,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,1505280,250880,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,107,features.4.4.block.0.0,pointwise,pointwise_expand,"(8, 160, 14, 14)","(8, 960, 14, 14)",8,160,960,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,250880,1505280,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,108,features.4.4.block.1.0,depthwise,depthwise,"(8, 960, 14, 14)","(8, 960, 14, 14)",8,960,960,14,14,14,14,3,3,1,1,1,1,1,1,960,8640,1505280,1505280,27095040,12076800,2.2435612083,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,109,features.4.4.block.2.fc1,pointwise,pointwise_project,"(8, 960, 1, 1)","(8, 40, 1, 1)",8,960,40,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,7680,320,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,110,features.4.4.block.2.fc2,pointwise,pointwise_expand,"(8, 40, 1, 1)","(8, 960, 1, 1)",8,40,960,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,320,7680,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,111,features.4.4.block.3.0,pointwise,pointwise_project,"(8, 960, 14, 14)","(8, 160, 14, 14)",8,960,160,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,1505280,250880,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,112,features.4.5.block.0.0,pointwise,pointwise_expand,"(8, 160, 14, 14)","(8, 960, 14, 14)",8,160,960,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,250880,1505280,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,113,features.4.5.block.1.0,depthwise,depthwise,"(8, 960, 14, 14)","(8, 960, 14, 14)",8,960,960,14,14,14,14,3,3,1,1,1,1,1,1,960,8640,1505280,1505280,27095040,12076800,2.2435612083,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,114,features.4.5.block.2.fc1,pointwise,pointwise_project,"(8, 960, 1, 1)","(8, 40, 1, 1)",8,960,40,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,7680,320,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,115,features.4.5.block.2.fc2,pointwise,pointwise_expand,"(8, 40, 1, 1)","(8, 960, 1, 1)",8,40,960,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,320,7680,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,116,features.4.5.block.3.0,pointwise,pointwise_project,"(8, 960, 14, 14)","(8, 160, 14, 14)",8,960,160,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,1505280,250880,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,117,features.4.6.block.0.0,pointwise,pointwise_expand,"(8, 160, 14, 14)","(8, 960, 14, 14)",8,160,960,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,250880,1505280,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,118,features.4.6.block.1.0,depthwise,depthwise,"(8, 960, 14, 14)","(8, 960, 14, 14)",8,960,960,14,14,14,14,3,3,1,1,1,1,1,1,960,8640,1505280,1505280,27095040,12076800,2.2435612083,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,119,features.4.6.block.2.fc1,pointwise,pointwise_project,"(8, 960, 1, 1)","(8, 40, 1, 1)",8,960,40,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,7680,320,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,120,features.4.6.block.2.fc2,pointwise,pointwise_expand,"(8, 40, 1, 1)","(8, 960, 1, 1)",8,40,960,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,320,7680,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,121,features.4.6.block.3.0,pointwise,pointwise_project,"(8, 960, 14, 14)","(8, 160, 14, 14)",8,960,160,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,1505280,250880,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,122,features.4.7.block.0.0,pointwise,pointwise_expand,"(8, 160, 14, 14)","(8, 960, 14, 14)",8,160,960,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,250880,1505280,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,123,features.4.7.block.1.0,depthwise,depthwise,"(8, 960, 14, 14)","(8, 960, 14, 14)",8,960,960,14,14,14,14,3,3,1,1,1,1,1,1,960,8640,1505280,1505280,27095040,12076800,2.2435612083,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,124,features.4.7.block.2.fc1,pointwise,pointwise_project,"(8, 960, 1, 1)","(8, 40, 1, 1)",8,960,40,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,7680,320,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,125,features.4.7.block.2.fc2,pointwise,pointwise_expand,"(8, 40, 1, 1)","(8, 960, 1, 1)",8,40,960,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,320,7680,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,126,features.4.7.block.3.0,pointwise,pointwise_project,"(8, 960, 14, 14)","(8, 160, 14, 14)",8,960,160,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,1505280,250880,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,127,features.4.8.block.0.0,pointwise,pointwise_expand,"(8, 160, 14, 14)","(8, 960, 14, 14)",8,160,960,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,250880,1505280,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,128,features.4.8.block.1.0,depthwise,depthwise,"(8, 960, 14, 14)","(8, 960, 14, 14)",8,960,960,14,14,14,14,3,3,1,1,1,1,1,1,960,8640,1505280,1505280,27095040,12076800,2.2435612083,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,129,features.4.8.block.2.fc1,pointwise,pointwise_project,"(8, 960, 1, 1)","(8, 40, 1, 1)",8,960,40,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,7680,320,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,130,features.4.8.block.2.fc2,pointwise,pointwise_expand,"(8, 40, 1, 1)","(8, 960, 1, 1)",8,40,960,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,320,7680,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,131,features.4.8.block.3.0,pointwise,pointwise_project,"(8, 960, 14, 14)","(8, 160, 14, 14)",8,960,160,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,1505280,250880,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,132,features.4.9.block.0.0,pointwise,pointwise_expand,"(8, 160, 14, 14)","(8, 960, 14, 14)",8,160,960,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,250880,1505280,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,133,features.4.9.block.1.0,depthwise,depthwise,"(8, 960, 14, 14)","(8, 960, 14, 14)",8,960,960,14,14,14,14,3,3,1,1,1,1,1,1,960,8640,1505280,1505280,27095040,12076800,2.2435612083,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,134,features.4.9.block.2.fc1,pointwise,pointwise_project,"(8, 960, 1, 1)","(8, 40, 1, 1)",8,960,40,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,7680,320,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,135,features.4.9.block.2.fc2,pointwise,pointwise_expand,"(8, 40, 1, 1)","(8, 960, 1, 1)",8,40,960,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,320,7680,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,136,features.4.9.block.3.0,pointwise,pointwise_project,"(8, 960, 14, 14)","(8, 160, 14, 14)",8,960,160,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,1505280,250880,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,137,features.5.0.block.0.0,pointwise,pointwise_expand,"(8, 160, 14, 14)","(8, 960, 14, 14)",8,160,960,14,14,14,14,1,1,1,1,0,0,1,1,1,153600,250880,1505280,481689600,7639040,63.0563002681,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,138,features.5.0.block.1.0,depthwise,depthwise,"(8, 960, 14, 14)","(8, 960, 14, 14)",8,960,960,14,14,14,14,5,5,1,1,2,2,1,1,960,24000,1505280,1505280,75264000,12138240,6.2005694401,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,139,features.5.0.block.2.fc1,pointwise,pointwise_project,"(8, 960, 1, 1)","(8, 40, 1, 1)",8,960,40,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,7680,320,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,140,features.5.0.block.2.fc2,pointwise,pointwise_expand,"(8, 40, 1, 1)","(8, 960, 1, 1)",8,40,960,1,1,1,1,1,1,1,1,0,0,1,1,1,38400,320,7680,614400,185600,3.3103448276,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,141,features.5.0.block.3.0,pointwise,pointwise_project,"(8, 960, 14, 14)","(8, 224, 14, 14)",8,960,224,14,14,14,14,1,1,1,1,0,0,1,1,1,215040,1505280,351232,674365440,8286208,81.3840830450,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,142,features.5.1.block.0.0,pointwise,pointwise_expand,"(8, 224, 14, 14)","(8, 1344, 14, 14)",8,224,1344,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,351232,2107392,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,143,features.5.1.block.1.0,depthwise,depthwise,"(8, 1344, 14, 14)","(8, 1344, 14, 14)",8,1344,1344,14,14,14,14,5,5,1,1,2,2,1,1,1344,33600,2107392,2107392,105369600,16993536,6.2005694401,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,144,features.5.1.block.2.fc1,pointwise,pointwise_project,"(8, 1344, 1, 1)","(8, 56, 1, 1)",8,1344,56,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,10752,448,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,145,features.5.1.block.2.fc2,pointwise,pointwise_expand,"(8, 56, 1, 1)","(8, 1344, 1, 1)",8,56,1344,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,448,10752,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,146,features.5.1.block.3.0,pointwise,pointwise_project,"(8, 1344, 14, 14)","(8, 224, 14, 14)",8,1344,224,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,2107392,351232,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,147,features.5.2.block.0.0,pointwise,pointwise_expand,"(8, 224, 14, 14)","(8, 1344, 14, 14)",8,224,1344,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,351232,2107392,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,148,features.5.2.block.1.0,depthwise,depthwise,"(8, 1344, 14, 14)","(8, 1344, 14, 14)",8,1344,1344,14,14,14,14,5,5,1,1,2,2,1,1,1344,33600,2107392,2107392,105369600,16993536,6.2005694401,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,149,features.5.2.block.2.fc1,pointwise,pointwise_project,"(8, 1344, 1, 1)","(8, 56, 1, 1)",8,1344,56,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,10752,448,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,150,features.5.2.block.2.fc2,pointwise,pointwise_expand,"(8, 56, 1, 1)","(8, 1344, 1, 1)",8,56,1344,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,448,10752,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,151,features.5.2.block.3.0,pointwise,pointwise_project,"(8, 1344, 14, 14)","(8, 224, 14, 14)",8,1344,224,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,2107392,351232,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,152,features.5.3.block.0.0,pointwise,pointwise_expand,"(8, 224, 14, 14)","(8, 1344, 14, 14)",8,224,1344,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,351232,2107392,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,153,features.5.3.block.1.0,depthwise,depthwise,"(8, 1344, 14, 14)","(8, 1344, 14, 14)",8,1344,1344,14,14,14,14,5,5,1,1,2,2,1,1,1344,33600,2107392,2107392,105369600,16993536,6.2005694401,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,154,features.5.3.block.2.fc1,pointwise,pointwise_project,"(8, 1344, 1, 1)","(8, 56, 1, 1)",8,1344,56,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,10752,448,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,155,features.5.3.block.2.fc2,pointwise,pointwise_expand,"(8, 56, 1, 1)","(8, 1344, 1, 1)",8,56,1344,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,448,10752,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,156,features.5.3.block.3.0,pointwise,pointwise_project,"(8, 1344, 14, 14)","(8, 224, 14, 14)",8,1344,224,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,2107392,351232,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,157,features.5.4.block.0.0,pointwise,pointwise_expand,"(8, 224, 14, 14)","(8, 1344, 14, 14)",8,224,1344,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,351232,2107392,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,158,features.5.4.block.1.0,depthwise,depthwise,"(8, 1344, 14, 14)","(8, 1344, 14, 14)",8,1344,1344,14,14,14,14,5,5,1,1,2,2,1,1,1344,33600,2107392,2107392,105369600,16993536,6.2005694401,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,159,features.5.4.block.2.fc1,pointwise,pointwise_project,"(8, 1344, 1, 1)","(8, 56, 1, 1)",8,1344,56,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,10752,448,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,160,features.5.4.block.2.fc2,pointwise,pointwise_expand,"(8, 56, 1, 1)","(8, 1344, 1, 1)",8,56,1344,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,448,10752,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,161,features.5.4.block.3.0,pointwise,pointwise_project,"(8, 1344, 14, 14)","(8, 224, 14, 14)",8,1344,224,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,2107392,351232,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,162,features.5.5.block.0.0,pointwise,pointwise_expand,"(8, 224, 14, 14)","(8, 1344, 14, 14)",8,224,1344,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,351232,2107392,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,163,features.5.5.block.1.0,depthwise,depthwise,"(8, 1344, 14, 14)","(8, 1344, 14, 14)",8,1344,1344,14,14,14,14,5,5,1,1,2,2,1,1,1344,33600,2107392,2107392,105369600,16993536,6.2005694401,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,164,features.5.5.block.2.fc1,pointwise,pointwise_project,"(8, 1344, 1, 1)","(8, 56, 1, 1)",8,1344,56,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,10752,448,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,165,features.5.5.block.2.fc2,pointwise,pointwise_expand,"(8, 56, 1, 1)","(8, 1344, 1, 1)",8,56,1344,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,448,10752,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,166,features.5.5.block.3.0,pointwise,pointwise_project,"(8, 1344, 14, 14)","(8, 224, 14, 14)",8,1344,224,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,2107392,351232,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,167,features.5.6.block.0.0,pointwise,pointwise_expand,"(8, 224, 14, 14)","(8, 1344, 14, 14)",8,224,1344,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,351232,2107392,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,168,features.5.6.block.1.0,depthwise,depthwise,"(8, 1344, 14, 14)","(8, 1344, 14, 14)",8,1344,1344,14,14,14,14,5,5,1,1,2,2,1,1,1344,33600,2107392,2107392,105369600,16993536,6.2005694401,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,169,features.5.6.block.2.fc1,pointwise,pointwise_project,"(8, 1344, 1, 1)","(8, 56, 1, 1)",8,1344,56,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,10752,448,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,170,features.5.6.block.2.fc2,pointwise,pointwise_expand,"(8, 56, 1, 1)","(8, 1344, 1, 1)",8,56,1344,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,448,10752,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,171,features.5.6.block.3.0,pointwise,pointwise_project,"(8, 1344, 14, 14)","(8, 224, 14, 14)",8,1344,224,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,2107392,351232,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,172,features.5.7.block.0.0,pointwise,pointwise_expand,"(8, 224, 14, 14)","(8, 1344, 14, 14)",8,224,1344,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,351232,2107392,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,173,features.5.7.block.1.0,depthwise,depthwise,"(8, 1344, 14, 14)","(8, 1344, 14, 14)",8,1344,1344,14,14,14,14,5,5,1,1,2,2,1,1,1344,33600,2107392,2107392,105369600,16993536,6.2005694401,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,174,features.5.7.block.2.fc1,pointwise,pointwise_project,"(8, 1344, 1, 1)","(8, 56, 1, 1)",8,1344,56,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,10752,448,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,175,features.5.7.block.2.fc2,pointwise,pointwise_expand,"(8, 56, 1, 1)","(8, 1344, 1, 1)",8,56,1344,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,448,10752,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,176,features.5.7.block.3.0,pointwise,pointwise_project,"(8, 1344, 14, 14)","(8, 224, 14, 14)",8,1344,224,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,2107392,351232,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,177,features.5.8.block.0.0,pointwise,pointwise_expand,"(8, 224, 14, 14)","(8, 1344, 14, 14)",8,224,1344,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,351232,2107392,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,178,features.5.8.block.1.0,depthwise,depthwise,"(8, 1344, 14, 14)","(8, 1344, 14, 14)",8,1344,1344,14,14,14,14,5,5,1,1,2,2,1,1,1344,33600,2107392,2107392,105369600,16993536,6.2005694401,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,179,features.5.8.block.2.fc1,pointwise,pointwise_project,"(8, 1344, 1, 1)","(8, 56, 1, 1)",8,1344,56,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,10752,448,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,180,features.5.8.block.2.fc2,pointwise,pointwise_expand,"(8, 56, 1, 1)","(8, 1344, 1, 1)",8,56,1344,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,448,10752,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,181,features.5.8.block.3.0,pointwise,pointwise_project,"(8, 1344, 14, 14)","(8, 224, 14, 14)",8,1344,224,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,2107392,351232,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,182,features.5.9.block.0.0,pointwise,pointwise_expand,"(8, 224, 14, 14)","(8, 1344, 14, 14)",8,224,1344,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,351232,2107392,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,183,features.5.9.block.1.0,depthwise,depthwise,"(8, 1344, 14, 14)","(8, 1344, 14, 14)",8,1344,1344,14,14,14,14,5,5,1,1,2,2,1,1,1344,33600,2107392,2107392,105369600,16993536,6.2005694401,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,184,features.5.9.block.2.fc1,pointwise,pointwise_project,"(8, 1344, 1, 1)","(8, 56, 1, 1)",8,1344,56,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,10752,448,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,185,features.5.9.block.2.fc2,pointwise,pointwise_expand,"(8, 56, 1, 1)","(8, 1344, 1, 1)",8,56,1344,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,448,10752,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,186,features.5.9.block.3.0,pointwise,pointwise_project,"(8, 1344, 14, 14)","(8, 224, 14, 14)",8,1344,224,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,2107392,351232,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,187,features.6.0.block.0.0,pointwise,pointwise_expand,"(8, 224, 14, 14)","(8, 1344, 14, 14)",8,224,1344,14,14,14,14,1,1,1,1,0,0,1,1,1,301056,351232,2107392,944111616,11038720,85.5272727273,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,188,features.6.0.block.1.0,depthwise,depthwise,"(8, 1344, 14, 14)","(8, 1344, 7, 7)",8,1344,1344,14,14,7,7,5,5,2,2,2,2,1,1,1344,33600,2107392,526848,26342400,10671360,2.4685138539,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,189,features.6.0.block.2.fc1,pointwise,pointwise_project,"(8, 1344, 1, 1)","(8, 56, 1, 1)",8,1344,56,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,10752,448,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,190,features.6.0.block.2.fc2,pointwise,pointwise_expand,"(8, 56, 1, 1)","(8, 1344, 1, 1)",8,56,1344,1,1,1,1,1,1,1,1,0,0,1,1,1,75264,448,10752,1204224,345856,3.4818652850,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,191,features.6.0.block.3.0,pointwise,pointwise_project,"(8, 1344, 7, 7)","(8, 384, 7, 7)",8,1344,384,7,7,7,7,1,1,1,1,0,0,1,1,1,516096,526848,150528,404619264,4773888,84.7567567568,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,192,features.6.1.block.0.0,pointwise,pointwise_expand,"(8, 384, 7, 7)","(8, 2304, 7, 7)",8,384,2304,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,150528,903168,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
