model_name,target_batch_size,layer_index,layer_name,conv_type_basic,layer_type_for_experiment,input_shape,output_shape,N,Cin,Cout,Hin,Win,Hout,Wout,Kh,Kw,stride_h,stride_w,padding_h,padding_w,dilation_h,dilation_w,groups,weight_elements,input_elements,output_elements,theoretical_FLOPs,theoretical_memory_bytes,theoretical_OI_FLOPs_per_byte,ridge_point_used,roofline_class_theoretical,notes
efficientnet_b7,8,193,features.6.1.block.1.0,depthwise,depthwise,"(8, 2304, 7, 7)","(8, 2304, 7, 7)",8,2304,2304,7,7,7,7,5,5,1,1,2,2,1,1,2304,57600,903168,903168,45158400,7455744,6.0568603214,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,194,features.6.1.block.2.fc1,pointwise,pointwise_project,"(8, 2304, 1, 1)","(8, 96, 1, 1)",8,2304,96,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,18432,768,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,195,features.6.1.block.2.fc2,pointwise,pointwise_expand,"(8, 96, 1, 1)","(8, 2304, 1, 1)",8,96,2304,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,768,18432,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,196,features.6.1.block.3.0,pointwise,pointwise_project,"(8, 2304, 7, 7)","(8, 384, 7, 7)",8,2304,384,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,903168,150528,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,197,features.6.2.block.0.0,pointwise,pointwise_expand,"(8, 384, 7, 7)","(8, 2304, 7, 7)",8,384,2304,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,150528,903168,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,198,features.6.2.block.1.0,depthwise,depthwise,"(8, 2304, 7, 7)","(8, 2304, 7, 7)",8,2304,2304,7,7,7,7,5,5,1,1,2,2,1,1,2304,57600,903168,903168,45158400,7455744,6.0568603214,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,199,features.6.2.block.2.fc1,pointwise,pointwise_project,"(8, 2304, 1, 1)","(8, 96, 1, 1)",8,2304,96,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,18432,768,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,200,features.6.2.block.2.fc2,pointwise,pointwise_expand,"(8, 96, 1, 1)","(8, 2304, 1, 1)",8,96,2304,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,768,18432,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,201,features.6.2.block.3.0,pointwise,pointwise_project,"(8, 2304, 7, 7)","(8, 384, 7, 7)",8,2304,384,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,903168,150528,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,202,features.6.3.block.0.0,pointwise,pointwise_expand,"(8, 384, 7, 7)","(8, 2304, 7, 7)",8,384,2304,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,150528,903168,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,203,features.6.3.block.1.0,depthwise,depthwise,"(8, 2304, 7, 7)","(8, 2304, 7, 7)",8,2304,2304,7,7,7,7,5,5,1,1,2,2,1,1,2304,57600,903168,903168,45158400,7455744,6.0568603214,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,204,features.6.3.block.2.fc1,pointwise,pointwise_project,"(8, 2304, 1, 1)","(8, 96, 1, 1)",8,2304,96,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,18432,768,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,205,features.6.3.block.2.fc2,pointwise,pointwise_expand,"(8, 96, 1, 1)","(8, 2304, 1, 1)",8,96,2304,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,768,18432,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,206,features.6.3.block.3.0,pointwise,pointwise_project,"(8, 2304, 7, 7)","(8, 384, 7, 7)",8,2304,384,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,903168,150528,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,207,features.6.4.block.0.0,pointwise,pointwise_expand,"(8, 384, 7, 7)","(8, 2304, 7, 7)",8,384,2304,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,150528,903168,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,208,features.6.4.block.1.0,depthwise,depthwise,"(8, 2304, 7, 7)","(8, 2304, 7, 7)",8,2304,2304,7,7,7,7,5,5,1,1,2,2,1,1,2304,57600,903168,903168,45158400,7455744,6.0568603214,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,209,features.6.4.block.2.fc1,pointwise,pointwise_project,"(8, 2304, 1, 1)","(8, 96, 1, 1)",8,2304,96,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,18432,768,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,210,features.6.4.block.2.fc2,pointwise,pointwise_expand,"(8, 96, 1, 1)","(8, 2304, 1, 1)",8,96,2304,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,768,18432,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,211,features.6.4.block.3.0,pointwise,pointwise_project,"(8, 2304, 7, 7)","(8, 384, 7, 7)",8,2304,384,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,903168,150528,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,212,features.6.5.block.0.0,pointwise,pointwise_expand,"(8, 384, 7, 7)","(8, 2304, 7, 7)",8,384,2304,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,150528,903168,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,213,features.6.5.block.1.0,depthwise,depthwise,"(8, 2304, 7, 7)","(8, 2304, 7, 7)",8,2304,2304,7,7,7,7,5,5,1,1,2,2,1,1,2304,57600,903168,903168,45158400,7455744,6.0568603214,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,214,features.6.5.block.2.fc1,pointwise,pointwise_project,"(8, 2304, 1, 1)","(8, 96, 1, 1)",8,2304,96,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,18432,768,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,215,features.6.5.block.2.fc2,pointwise,pointwise_expand,"(8, 96, 1, 1)","(8, 2304, 1, 1)",8,96,2304,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,768,18432,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,216,features.6.5.block.3.0,pointwise,pointwise_project,"(8, 2304, 7, 7)","(8, 384, 7, 7)",8,2304,384,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,903168,150528,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,217,features.6.6.block.0.0,pointwise,pointwise_expand,"(8, 384, 7, 7)","(8, 2304, 7, 7)",8,384,2304,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,150528,903168,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,218,features.6.6.block.1.0,depthwise,depthwise,"(8, 2304, 7, 7)","(8, 2304, 7, 7)",8,2304,2304,7,7,7,7,5,5,1,1,2,2,1,1,2304,57600,903168,903168,45158400,7455744,6.0568603214,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,219,features.6.6.block.2.fc1,pointwise,pointwise_project,"(8, 2304, 1, 1)","(8, 96, 1, 1)",8,2304,96,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,18432,768,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,220,features.6.6.block.2.fc2,pointwise,pointwise_expand,"(8, 96, 1, 1)","(8, 2304, 1, 1)",8,96,2304,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,768,18432,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,221,features.6.6.block.3.0,pointwise,pointwise_project,"(8, 2304, 7, 7)","(8, 384, 7, 7)",8,2304,384,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,903168,150528,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,222,features.6.7.block.0.0,pointwise,pointwise_expand,"(8, 384, 7, 7)","(8, 2304, 7, 7)",8,384,2304,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,150528,903168,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,223,features.6.7.block.1.0,depthwise,depthwise,"(8, 2304, 7, 7)","(8, 2304, 7, 7)",8,2304,2304,7,7,7,7,5,5,1,1,2,2,1,1,2304,57600,903168,903168,45158400,7455744,6.0568603214,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,224,features.6.7.block.2.fc1,pointwise,pointwise_project,"(8, 2304, 1, 1)","(8, 96, 1, 1)",8,2304,96,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,18432,768,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,225,features.6.7.block.2.fc2,pointwise,pointwise_expand,"(8, 96, 1, 1)","(8, 2304, 1, 1)",8,96,2304,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,768,18432,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,226,features.6.7.block.3.0,pointwise,pointwise_project,"(8, 2304, 7, 7)","(8, 384, 7, 7)",8,2304,384,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,903168,150528,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,227,features.6.8.block.0.0,pointwise,pointwise_expand,"(8, 384, 7, 7)","(8, 2304, 7, 7)",8,384,2304,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,150528,903168,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,228,features.6.8.block.1.0,depthwise,depthwise,"(8, 2304, 7, 7)","(8, 2304, 7, 7)",8,2304,2304,7,7,7,7,5,5,1,1,2,2,1,1,2304,57600,903168,903168,45158400,7455744,6.0568603214,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,229,features.6.8.block.2.fc1,pointwise,pointwise_project,"(8, 2304, 1, 1)","(8, 96, 1, 1)",8,2304,96,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,18432,768,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,230,features.6.8.block.2.fc2,pointwise,pointwise_expand,"(8, 96, 1, 1)","(8, 2304, 1, 1)",8,96,2304,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,768,18432,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,231,features.6.8.block.3.0,pointwise,pointwise_project,"(8, 2304, 7, 7)","(8, 384, 7, 7)",8,2304,384,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,903168,150528,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,232,features.6.9.block.0.0,pointwise,pointwise_expand,"(8, 384, 7, 7)","(8, 2304, 7, 7)",8,384,2304,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,150528,903168,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,233,features.6.9.block.1.0,depthwise,depthwise,"(8, 2304, 7, 7)","(8, 2304, 7, 7)",8,2304,2304,7,7,7,7,5,5,1,1,2,2,1,1,2304,57600,903168,903168,45158400,7455744,6.0568603214,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,234,features.6.9.block.2.fc1,pointwise,pointwise_project,"(8, 2304, 1, 1)","(8, 96, 1, 1)",8,2304,96,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,18432,768,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,235,features.6.9.block.2.fc2,pointwise,pointwise_expand,"(8, 96, 1, 1)","(8, 2304, 1, 1)",8,96,2304,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,768,18432,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,236,features.6.9.block.3.0,pointwise,pointwise_project,"(8, 2304, 7, 7)","(8, 384, 7, 7)",8,2304,384,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,903168,150528,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,237,features.6.10.block.0.0,pointwise,pointwise_expand,"(8, 384, 7, 7)","(8, 2304, 7, 7)",8,384,2304,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,150528,903168,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,238,features.6.10.block.1.0,depthwise,depthwise,"(8, 2304, 7, 7)","(8, 2304, 7, 7)",8,2304,2304,7,7,7,7,5,5,1,1,2,2,1,1,2304,57600,903168,903168,45158400,7455744,6.0568603214,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,239,features.6.10.block.2.fc1,pointwise,pointwise_project,"(8, 2304, 1, 1)","(8, 96, 1, 1)",8,2304,96,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,18432,768,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,240,features.6.10.block.2.fc2,pointwise,pointwise_expand,"(8, 96, 1, 1)","(8, 2304, 1, 1)",8,96,2304,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,768,18432,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,241,features.6.10.block.3.0,pointwise,pointwise_project,"(8, 2304, 7, 7)","(8, 384, 7, 7)",8,2304,384,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,903168,150528,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,242,features.6.11.block.0.0,pointwise,pointwise_expand,"(8, 384, 7, 7)","(8, 2304, 7, 7)",8,384,2304,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,150528,903168,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,243,features.6.11.block.1.0,depthwise,depthwise,"(8, 2304, 7, 7)","(8, 2304, 7, 7)",8,2304,2304,7,7,7,7,5,5,1,1,2,2,1,1,2304,57600,903168,903168,45158400,7455744,6.0568603214,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,244,features.6.11.block.2.fc1,pointwise,pointwise_project,"(8, 2304, 1, 1)","(8, 96, 1, 1)",8,2304,96,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,18432,768,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,245,features.6.11.block.2.fc2,pointwise,pointwise_expand,"(8, 96, 1, 1)","(8, 2304, 1, 1)",8,96,2304,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,768,18432,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,246,features.6.11.block.3.0,pointwise,pointwise_project,"(8, 2304, 7, 7)","(8, 384, 7, 7)",8,2304,384,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,903168,150528,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,247,features.6.12.block.0.0,pointwise,pointwise_expand,"(8, 384, 7, 7)","(8, 2304, 7, 7)",8,384,2304,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,150528,903168,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,248,features.6.12.block.1.0,depthwise,depthwise,"(8, 2304, 7, 7)","(8, 2304, 7, 7)",8,2304,2304,7,7,7,7,5,5,1,1,2,2,1,1,2304,57600,903168,903168,45158400,7455744,6.0568603214,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,249,features.6.12.block.2.fc1,pointwise,pointwise_project,"(8, 2304, 1, 1)","(8, 96, 1, 1)",8,2304,96,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,18432,768,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,250,features.6.12.block.2.fc2,pointwise,pointwise_expand,"(8, 96, 1, 1)","(8, 2304, 1, 1)",8,96,2304,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,768,18432,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,251,features.6.12.block.3.0,pointwise,pointwise_project,"(8, 2304, 7, 7)","(8, 384, 7, 7)",8,2304,384,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,903168,150528,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,252,features.7.0.block.0.0,pointwise,pointwise_expand,"(8, 384, 7, 7)","(8, 2304, 7, 7)",8,384,2304,7,7,7,7,1,1,1,1,0,0,1,1,1,884736,150528,903168,693633024,7753728,89.4580031696,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,253,features.7.0.block.1.0,depthwise,depthwise,"(8, 2304, 7, 7)","(8, 2304, 7, 7)",8,2304,2304,7,7,7,7,3,3,1,1,1,1,1,1,2304,20736,903168,903168,16257024,7308288,2.2244640605,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,254,features.7.0.block.2.fc1,pointwise,pointwise_project,"(8, 2304, 1, 1)","(8, 96, 1, 1)",8,2304,96,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,18432,768,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,255,features.7.0.block.2.fc2,pointwise,pointwise_expand,"(8, 96, 1, 1)","(8, 2304, 1, 1)",8,96,2304,1,1,1,1,1,1,1,1,0,0,1,1,1,221184,768,18432,3538944,961536,3.6805111821,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,256,features.7.0.block.3.0,pointwise,pointwise_project,"(8, 2304, 7, 7)","(8, 640, 7, 7)",8,2304,640,7,7,7,7,1,1,1,1,0,0,1,1,1,1474560,903168,250880,1156055040,10514432,109.9493572263,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,257,features.7.1.block.0.0,pointwise,pointwise_expand,"(8, 640, 7, 7)","(8, 3840, 7, 7)",8,640,3840,7,7,7,7,1,1,1,1,0,0,1,1,1,2457600,250880,1505280,1926758400,16855040,114.3134872418,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,258,features.7.1.block.1.0,depthwise,depthwise,"(8, 3840, 7, 7)","(8, 3840, 7, 7)",8,3840,3840,7,7,7,7,3,3,1,1,1,1,1,1,3840,34560,1505280,1505280,27095040,12180480,2.2244640605,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,259,features.7.1.block.2.fc1,pointwise,pointwise_project,"(8, 3840, 1, 1)","(8, 160, 1, 1)",8,3840,160,1,1,1,1,1,1,1,1,0,0,1,1,1,614400,30720,1280,9830400,2585600,3.8019801980,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,260,features.7.1.block.2.fc2,pointwise,pointwise_expand,"(8, 160, 1, 1)","(8, 3840, 1, 1)",8,160,3840,1,1,1,1,1,1,1,1,0,0,1,1,1,614400,1280,30720,9830400,2585600,3.8019801980,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,261,features.7.1.block.3.0,pointwise,pointwise_project,"(8, 3840, 7, 7)","(8, 640, 7, 7)",8,3840,640,7,7,7,7,1,1,1,1,0,0,1,1,1,2457600,1505280,250880,1926758400,16855040,114.3134872418,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,262,features.7.2.block.0.0,pointwise,pointwise_expand,"(8, 640, 7, 7)","(8, 3840, 7, 7)",8,640,3840,7,7,7,7,1,1,1,1,0,0,1,1,1,2457600,250880,1505280,1926758400,16855040,114.3134872418,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,263,features.7.2.block.1.0,depthwise,depthwise,"(8, 3840, 7, 7)","(8, 3840, 7, 7)",8,3840,3840,7,7,7,7,3,3,1,1,1,1,1,1,3840,34560,1505280,1505280,27095040,12180480,2.2244640605,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,264,features.7.2.block.2.fc1,pointwise,pointwise_project,"(8, 3840, 1, 1)","(8, 160, 1, 1)",8,3840,160,1,1,1,1,1,1,1,1,0,0,1,1,1,614400,30720,1280,9830400,2585600,3.8019801980,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,265,features.7.2.block.2.fc2,pointwise,pointwise_expand,"(8, 160, 1, 1)","(8, 3840, 1, 1)",8,160,3840,1,1,1,1,1,1,1,1,0,0,1,1,1,614400,1280,30720,9830400,2585600,3.8019801980,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,266,features.7.2.block.3.0,pointwise,pointwise_project,"(8, 3840, 7, 7)","(8, 640, 7, 7)",8,3840,640,7,7,7,7,1,1,1,1,0,0,1,1,1,2457600,1505280,250880,1926758400,16855040,114.3134872418,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,267,features.7.3.block.0.0,pointwise,pointwise_expand,"(8, 640, 7, 7)","(8, 3840, 7, 7)",8,640,3840,7,7,7,7,1,1,1,1,0,0,1,1,1,2457600,250880,1505280,1926758400,16855040,114.3134872418,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,268,features.7.3.block.1.0,depthwise,depthwise,"(8, 3840, 7, 7)","(8, 3840, 7, 7)",8,3840,3840,7,7,7,7,3,3,1,1,1,1,1,1,3840,34560,1505280,1505280,27095040,12180480,2.2244640605,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,269,features.7.3.block.2.fc1,pointwise,pointwise_project,"(8, 3840, 1, 1)","(8, 160, 1, 1)",8,3840,160,1,1,1,1,1,1,1,1,0,0,1,1,1,614400,30720,1280,9830400,2585600,3.8019801980,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,270,features.7.3.block.2.fc2,pointwise,pointwise_expand,"(8, 160, 1, 1)","(8, 3840, 1, 1)",8,160,3840,1,1,1,1,1,1,1,1,0,0,1,1,1,614400,1280,30720,9830400,2585600,3.8019801980,32.3700000000,memory_bound,shape_source=forward_hook
efficientnet_b7,8,271,features.7.3.block.3.0,pointwise,pointwise_project,"(8, 3840, 7, 7)","(8, 640, 7, 7)",8,3840,640,7,7,7,7,1,1,1,1,0,0,1,1,1,2457600,1505280,250880,1926758400,16855040,114.3134872418,32.3700000000,compute_bound,shape_source=forward_hook
efficientnet_b7,8,272,features.8.0,pointwise,pointwise_expand,"(8, 640, 7, 7)","(8, 2560, 7, 7)",8,640,2560,7,7,7,7,1,1,1,1,0,0,1,1,1,1638400,250880,1003520,1284505600,11571200,111.0088495575,32.3700000000,compute_bound,shape_source=forward_hook
